id,name,height,weight,base_experience,types,abilities,moves
143,snorlax,21,4600,189,normal,"gluttony, immunity, thick-fat","after-you, amnesia, attract, belch, belly-drum, bide, bite, blizzard, block, body-press, body-slam, brick-break, bubble-beam, bulldoze, captivate, charm, chilling-water, chip-away, confide, counter, covet, crunch, curse, darkest-lariat, defense-curl, dig, double-edge, double-team, dynamic-punch, earthquake, encore, endure, facade, fire-blast, fire-punch, fissure, flail, flamethrower, fling, focus-blast, focus-punch, frustration, gastro-acid, giga-impact, gunk-shot, hammer-arm, hard-press, harden, headbutt, heat-crash, heavy-slam, helping-hand, hidden-power, high-horsepower, hydro-pump, hyper-beam, hyper-voice, ice-beam, ice-punch, icy-wind, incinerate, iron-head, last-resort, lick, mega-kick, mega-punch, metronome, mimic, mud-slap, natural-gift, outrage, pay-day, power-up-punch, protect, psych-up, psychic, psywave, pursuit, rage, rain-dance, recycle, reflect, rest, retaliate, return, rock-climb, rock-slide, rock-smash, rock-tomb, rollout, round, sandstorm, screech, secret-power, seed-bomb, seismic-toss, self-destruct, shadow-ball, shock-wave, skull-bash, sleep-talk, smack-down, snatch, snore, solar-beam, steel-roller, stockpile, stomping-tantrum, strength, submission, substitute, sunny-day, supercell-slam, superpower, surf, swagger, swallow, tackle, take-down, tera-blast, terrain-pulse, thunder, thunder-punch, thunderbolt, toxic, trailblaze, uproar, water-gun, water-pulse, whirlpool, whirlwind, wild-charge, work-up, yawn, zap-cannon, zen-headbutt"
144,articuno,17,554,290,"flying, ice","pressure, snow-cloak","aerial-ace, agility, air-cutter, air-slash, ancient-power, aurora-veil, avalanche, bide, blizzard, brave-bird, bubble-beam, confide, curse, defog, detect, double-edge, double-team, dual-wingbeat, endure, facade, feather-dance, fly, freeze-dry, frost-breath, frustration, giga-impact, gust, hail, haze, headbutt, helping-hand, hidden-power, hurricane, hyper-beam, ice-beam, ice-shard, ice-spinner, icicle-spear, icy-wind, laser-focus, leer, light-screen, mimic, mind-reader, mirror-coat, mist, mud-slap, natural-gift, ominous-wind, peck, pluck, powder-snow, protect, rage, rain-dance, razor-wind, reflect, rest, return, roar, rock-smash, roost, round, sandstorm, secret-power, sheer-cold, signal-beam, sky-attack, sky-drop, sleep-talk, snore, snowscape, steel-wing, substitute, sunny-day, swagger, swift, tailwind, take-down, tera-blast, toxic, triple-axel, twister, u-turn, water-gun, water-pulse, weather-ball, whirlwind"
145,zapdos,16,526,290,"electric, flying","pressure, static","acrobatics, aerial-ace, agility, air-cutter, ancient-power, baton-pass, bide, brave-bird, charge, charge-beam, confide, curse, defog, detect, discharge, double-edge, double-team, drill-peck, dual-wingbeat, eerie-impulse, electric-terrain, electro-ball, endure, facade, flash, fly, frustration, giga-impact, hail, headbutt, heat-wave, helping-hand, hidden-power, hurricane, hyper-beam, laser-focus, leer, light-screen, magnetic-flux, metal-sound, mimic, mud-slap, natural-gift, ominous-wind, peck, pluck, protect, rage, rain-dance, razor-wind, reflect, rest, return, rising-voltage, roar, rock-smash, roost, round, sandstorm, secret-power, shock-wave, signal-beam, sky-attack, sky-drop, sleep-talk, snore, steel-wing, substitute, sunny-day, supercell-slam, swagger, swift, tailwind, take-down, tera-blast, thunder, thunder-shock, thunder-wave, thunderbolt, toxic, twister, u-turn, volt-switch, weather-ball, whirlwind, wild-charge, zap-cannon"
146,moltres,20,600,290,"fire, flying","flame-body, pressure","acrobatics, aerial-ace, agility, air-cutter, air-slash, ancient-power, bide, brave-bird, burn-up, burning-jealousy, confide, curse, defog, detect, double-edge, double-team, dual-wingbeat, ember, endure, facade, fire-blast, fire-spin, flame-charge, flamethrower, flare-blitz, fly, frustration, giga-impact, gust, headbutt, heat-wave, helping-hand, hidden-power, hurricane, hyper-beam, incinerate, laser-focus, leer, mimic, mud-slap, mystical-fire, natural-gift, ominous-wind, overheat, peck, pluck, protect, rage, rain-dance, razor-wind, reflect, rest, return, roar, rock-smash, roost, round, safeguard, sandstorm, scorching-sands, secret-power, sky-attack, sky-drop, sleep-talk, snore, solar-beam, steel-wing, substitute, sunny-day, swagger, swift, tailwind, take-down, temper-flare, tera-blast, toxic, twister, u-turn, weather-ball, whirlwind, will-o-wisp, wing-attack"
147,dratini,18,33,60,dragon,"marvel-scale, shed-skin","agility, aqua-jet, aqua-tail, attract, bide, bind, blizzard, body-slam, breaking-swipe, brutal-swing, bubble-beam, captivate, chilling-water, confide, curse, detect, double-edge, double-team, draco-meteor, dragon-breath, dragon-cheer, dragon-dance, dragon-pulse, dragon-rage, dragon-rush, dragon-tail, endure, extreme-speed, facade, fire-blast, fire-spin, flamethrower, frustration, giga-impact, hail, haze, headbutt, helping-hand, hidden-power, hydro-pump, hyper-beam, ice-beam, icy-wind, incinerate, iron-head, iron-tail, leer, light-screen, mimic, mist, natural-gift, outrage, protect, rage, rain-dance, reflect, rest, return, round, safeguard, scale-shot, secret-power, shock-wave, skull-bash, slam, sleep-talk, snore, substitute, sunny-day, supersonic, surf, swagger, swift, take-down, tera-blast, thunder, thunder-wave, thunderbolt, toxic, twister, water-gun, water-pulse, waterfall, whirlpool, wrap, zap-cannon"
148,dragonair,40,165,147,dragon,"marvel-scale, shed-skin","agility, aqua-tail, attract, bide, bind, blizzard, body-slam, breaking-swipe, brutal-swing, bubble-beam, captivate, chilling-water, confide, curse, detect, double-edge, double-team, draco-meteor, dragon-breath, dragon-cheer, dragon-dance, dragon-pulse, dragon-rage, dragon-rush, dragon-tail, endure, facade, fire-blast, fire-spin, flamethrower, frustration, giga-impact, hail, haze, headbutt, helping-hand, hidden-power, horn-drill, hydro-pump, hyper-beam, ice-beam, icy-wind, incinerate, iron-head, iron-tail, leer, light-screen, mimic, natural-gift, outrage, protect, rage, rain-dance, reflect, rest, return, round, safeguard, scale-shot, secret-power, shock-wave, skull-bash, slam, sleep-talk, snore, substitute, sunny-day, surf, swagger, swift, take-down, tera-blast, thunder, thunder-wave, thunderbolt, toxic, twister, water-gun, water-pulse, waterfall, weather-ball, whirlpool, wrap, zap-cannon"
149,dragonite,22,2100,300,"dragon, flying","inner-focus, multiscale","aerial-ace, agility, air-cutter, air-slash, aqua-jet, aqua-tail, attract, bide, bind, blizzard, body-press, body-slam, breaking-swipe, brick-break, brutal-swing, bubble-beam, bulldoze, captivate, chilling-water, confide, curse, cut, defog, detect, dive, double-edge, double-team, draco-meteor, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-pulse, dragon-rage, dragon-rush, dragon-tail, dual-wingbeat, dynamic-punch, earthquake, encore, endure, extreme-speed, facade, fire-blast, fire-punch, fire-spin, flamethrower, fling, fly, focus-blast, focus-punch, frustration, fury-cutter, giga-impact, hail, haze, headbutt, heat-wave, helping-hand, hidden-power, hone-claws, horn-drill, hurricane, hydro-pump, hyper-beam, ice-beam, ice-punch, ice-spinner, icy-wind, incinerate, iron-head, iron-tail, leer, light-screen, low-kick, mega-kick, mega-punch, metronome, mimic, mist, mud-slap, natural-gift, ominous-wind, outrage, power-up-punch, protect, rage, rain-dance, razor-wind, reflect, rest, return, roar, rock-slide, rock-smash, rock-tomb, roost, round, safeguard, sandstorm, scale-shot, scary-face, secret-power, shock-wave, skull-bash, sky-drop, slam, sleep-talk, snore, snowscape, steel-wing, stomping-tantrum, stone-edge, strength, substitute, sunny-day, superpower, surf, swagger, swift, tailwind, take-down, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, twister, water-gun, water-pulse, waterfall, weather-ball, whirlpool, wing-attack, wrap, zap-cannon"
150,mewtwo,20,1220,340,psychic,"pressure, unnerve","aerial-ace, agility, ally-switch, amnesia, ancient-power, aqua-tail, aura-sphere, avalanche, barrier, bide, blizzard, body-slam, brick-break, brutal-swing, bubble-beam, bulk-up, bulldoze, calm-mind, charge-beam, chilling-water, confide, confuse-ray, confusion, counter, curse, dark-pulse, detect, disable, dive, double-edge, double-team, drain-punch, dream-eater, dynamic-punch, earth-power, earthquake, electro-ball, embargo, endure, energy-ball, expanding-force, facade, fire-blast, fire-punch, flamethrower, flash, fling, focus-blast, focus-punch, foul-play, frustration, future-sight, giga-impact, grass-knot, gravity, guard-swap, hail, headbutt, helping-hand, hex, hidden-power, hurricane, hyper-beam, ice-beam, ice-punch, icy-wind, imprison, incinerate, iron-tail, knock-off, laser-focus, lash-out, life-dew, light-screen, low-kick, low-sweep, magic-coat, magic-room, me-first, mega-kick, mega-punch, metronome, mimic, miracle-eye, mist, mud-slap, nasty-plot, natural-gift, night-shade, nightmare, pay-day, poison-jab, power-gem, power-swap, power-up-punch, protect, psybeam, psych-up, psychic, psychic-noise, psychic-terrain, psycho-cut, psyshock, psystrike, psywave, rage, rain-dance, recover, recycle, reflect, rest, return, reversal, rock-climb, rock-slide, rock-smash, rock-tomb, role-play, round, safeguard, sandstorm, scary-face, secret-power, seismic-toss, self-destruct, shadow-ball, shock-wave, signal-beam, skill-swap, skull-bash, sleep-talk, snatch, snore, solar-beam, speed-swap, spite, stomping-tantrum, stone-edge, stored-power, strength, submission, substitute, sunny-day, swagger, swift, take-down, taunt, telekinesis, teleport, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, torment, toxic, trailblaze, tri-attack, trick, trick-room, water-gun, water-pulse, weather-ball, will-o-wisp, wonder-room, zap-cannon, zen-headbutt"
151,mew,4,40,300,psychic,synchronize,"acid-spray, acrobatics, aerial-ace, after-you, agility, air-cutter, air-slash, alluring-voice, ally-switch, amnesia, ancient-power, aqua-tail, assurance, attract, aura-sphere, aurora-veil, avalanche, barrier, baton-pass, beat-up, bide, bind, blast-burn, blaze-kick, blizzard, block, body-press, body-slam, bounce, brave-bird, breaking-swipe, brick-break, brine, brutal-swing, bubble-beam, bug-bite, bug-buzz, bulk-up, bulldoze, bullet-seed, burning-jealousy, calm-mind, captivate, charge, charge-beam, charm, chilling-water, close-combat, coaching, confide, confuse-ray, confusion, corrosive-gas, cosmic-power, counter, covet, cross-poison, crunch, curse, cut, dark-pulse, darkest-lariat, dazzling-gleam, defense-curl, defog, detect, dig, disarming-voice, dive, double-edge, double-team, draco-meteor, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-pulse, dragon-rage, dragon-tail, drain-punch, draining-kiss, dream-eater, drill-run, dual-chop, dual-wingbeat, dynamic-punch, earth-power, earthquake, echoed-voice, eerie-impulse, egg-bomb, electric-terrain, electro-ball, electroweb, embargo, encore, endeavor, endure, energy-ball, expanding-force, explosion, facade, fake-out, fake-tears, false-swipe, feather-dance, feint-attack, fire-blast, fire-fang, fire-pledge, fire-punch, fire-spin, fissure, flame-charge, flamethrower, flare-blitz, flash, flash-cannon, fling, flip-turn, fly, focus-blast, focus-energy, focus-punch, foul-play, frenzy-plant, frost-breath, frustration, fury-cutter, future-sight, gastro-acid, giga-drain, giga-impact, grass-knot, grass-pledge, grassy-glide, grassy-terrain, gravity, guard-swap, gunk-shot, gyro-ball, hail, hard-press, haze, headbutt, heal-bell, heat-crash, heat-wave, heavy-slam, helping-hand, hex, hidden-power, high-horsepower, hone-claws, horn-drill, hurricane, hydro-cannon, hydro-pump, hyper-beam, hyper-voice, hypnosis, ice-beam, ice-fang, ice-punch, ice-spinner, icicle-spear, icy-wind, imprison, incinerate, infestation, iron-defense, iron-head, iron-tail, knock-off, laser-focus, lash-out, last-resort, leaf-blade, leaf-storm, leech-life, life-dew, light-screen, liquidation, low-kick, low-sweep, lunge, magic-coat, magic-room, magical-leaf, magnet-rise, me-first, mega-drain, mega-kick, mega-punch, megahorn, metal-claw, metal-sound, meteor-beam, metronome, mimic, misty-explosion, misty-terrain, mud-shot, mud-slap, muddy-water, mystical-fire, nasty-plot, natural-gift, nature-power, night-shade, nightmare, ominous-wind, outrage, overheat, pain-split, pay-day, payback, petal-blizzard, phantom-force, pin-missile, play-rough, pluck, poison-jab, poison-tail, pollen-puff, poltergeist, pounce, pound, power-gem, power-swap, power-up-punch, power-whip, protect, psybeam, psych-up, psychic, psychic-fangs, psychic-noise, psychic-terrain, psycho-cut, psyshock, psywave, quash, rage, rain-dance, razor-shell, razor-wind, recycle, reflect, reflect-type, rest, retaliate, return, revenge, reversal, rising-voltage, roar, rock-blast, rock-climb, rock-polish, rock-slide, rock-smash, rock-tomb, role-play, rollout, roost, round, safeguard, sand-tomb, sandstorm, scald, scale-shot, scary-face, scorching-sands, screech, secret-power, seed-bomb, seismic-toss, self-destruct, shadow-ball, shadow-claw, shock-wave, signal-beam, silver-wind, skill-swap, skitter-smack, skull-bash, sky-attack, sky-drop, sleep-talk, sludge-bomb, sludge-wave, smack-down, smart-strike, snarl, snatch, snore, snowscape, soft-boiled, solar-beam, solar-blade, speed-swap, spikes, spite, stealth-rock, steel-beam, steel-roller, steel-wing, stomping-tantrum, stone-edge, stored-power, strength, string-shot, struggle-bug, submission, substitute, sucker-punch, sunny-day, super-fang, supercell-slam, superpower, surf, swagger, sweet-scent, swift, swords-dance, synthesis, tail-slap, tailwind, take-down, taunt, telekinesis, teleport, temper-flare, tera-blast, terrain-pulse, thief, throat-chop, thunder, thunder-fang, thunder-punch, thunder-wave, thunderbolt, torment, toxic, toxic-spikes, trailblaze, transform, tri-attack, trick, trick-room, triple-axel, twister, u-turn, upper-hand, uproar, vacuum-wave, venom-drench, venoshock, volt-switch, water-gun, water-pledge, water-pulse, waterfall, weather-ball, whirlpool, whirlwind, wild-charge, will-o-wisp, wonder-room, work-up, worry-seed, x-scissor, zap-cannon, zen-headbutt"
152,chikorita,9,64,64,grass,"leaf-guard, overgrow","ancient-power, aromatherapy, attract, body-slam, bullet-seed, captivate, charm, confide, counter, curse, cut, detect, double-edge, double-team, echoed-voice, encore, endure, energy-ball, facade, fake-tears, flail, flash, frustration, fury-cutter, giga-drain, grass-knot, grass-pledge, grass-whistle, grassy-glide, grassy-terrain, growl, headbutt, heal-pulse, helping-hand, hidden-power, ingrain, iron-tail, leaf-storm, leech-seed, light-screen, magic-coat, magical-leaf, mimic, mud-slap, natural-gift, nature-power, poison-powder, protect, razor-leaf, reflect, refresh, rest, return, round, safeguard, secret-power, seed-bomb, sleep-talk, snore, solar-beam, solar-blade, substitute, sunny-day, swagger, sweet-scent, swords-dance, synthesis, tackle, take-down, tera-blast, toxic, trailblaze, vine-whip, work-up, worry-seed, wring-out"
